,open,close,high,low,volume,amount,adx,absolute_price_oscillator,balance_of_power,cci,chande_momentum_oscillator,percentage_price_oscillator,macd,wr_6,rsi_6,stochastic_oscillator,tema,tr,atr
35555,32060.89980809413,32064.093509408547,32921.88000000013,30837.370000000094,80984.75484365632,1931530.428420651,99.99999999999994,3.4545940672360302,0.0015321112944605925,194.01595821049716,87.4795273026039,0.01503212287835171,14.399005169692828,41.150509740493774,94.18235662284789,100.0,32062.675867727525,2084.510000000035,2084.510000000037
35560,32065.51554682968,32063.407524403166,32921.88000000013,30837.370000000097,80983.08856781617,1931603.1067922895,99.99999999999994,3.6413976536059636,-0.0010112795940116922,145.88059761011655,91.38320726471228,0.01558577877785905,14.929739793336921,41.18341843392199,91.36421017398331,98.145233162265,32065.2325311176,2084.510000000031,2084.5100000000366
35565,32068.04413425379,32068.30200946588,32921.88000000013,30837.370000000104,80981.9260535457,1931858.4107871067,99.99999999999994,3.85788130328001,0.00012371023026507626,140.33437682201748,93.89139120018778,0.01624939056709032,15.56586128645722,40.948615767457696,93.12542873615428,100.0,32069.075656615096,2084.510000000024,2084.5100000000357
35570,32070.243601673676,32070.43712430659,32921.88000000013,30837.370000000097,80977.52866687301,1931918.8187494846,99.99999999999994,4.012951770033396,9.283842865475161e-05,123.951863896685,93.68535001145491,0.01676181610611499,16.057180890456948,40.846188106246714,93.7885592531449,100.0,32071.60209812922,2084.510000000031,2084.5100000000352
35575,32071.710523868293,32071.418043179816,32921.880000000136,30837.37000000009,80978.04882866821,1931942.5912589554,99.99999999999994,4.086565198122116,-0.0001403114825434455,107.93184123115468,93.16064921526947,0.01705385650171974,16.337380024324375,40.79913057842376,94.10220278077401,100.0,32072.781596836474,2084.5100000000457,2084.510000000036
35580,32071.855706388767,32071.941551007338,32921.88000000013,30837.37000000009,80977.09590484362,1931952.8434859486,99.99999999999994,4.085403672557732,4.118215723132136e-05,94.42039394832054,93.15046477250606,0.017131830161072493,16.412489599500987,40.77401638719792,94.28695223880356,100.0,32073.13813388378,2084.5100000000384,2084.510000000036
35585,32071.8538244012,32072.03347918581,32921.88000000013,30837.370000000097,80975.9663635389,1931945.0596871735,99.99999999999994,4.016453971089504,8.618561897507596e-05,83.08884784953936,96.44249747367947,0.01700527978327672,16.291632516225945,40.76960632543407,94.32441593462248,100.0,32072.946097078264,2084.510000000031,2084.5100000000357
35590,32072.877433719797,32072.421508860978,32921.88000000013,30837.370000000094,80975.7639538197,1931919.4429532168,99.99999999999994,3.9070628441040753,-0.00021872039895195344,75.23611030011337,96.22326037077218,0.016744594585499907,16.0422382226061,40.750991414727636,94.50687269494321,100.0,32072.83970748051,2084.510000000035,2084.5100000000357
35595,32074.41512928793,32073.318007028454,32921.88000000013,30837.37000000009,80975.5799187862,1931897.1936721217,99.99999999999994,3.7843031919801433,-0.0005263214182107054,73.55550171647714,95.8430927522346,0.01642412644493135,15.735541826754343,40.7079837933933,94.95639968637279,100.0,32073.229199931175,2084.5100000000384,2084.5100000000357
35600,32075.559097548477,32073.867920480614,32921.88000000013,30837.37000000009,80974.897343652,1931879.0648046914,99.99999999999994,3.643770622282318,-0.0008113067665127213,73.47958602350971,95.49329730610366,0.016031622316387342,15.359797953511588,40.681602847647795,95.24294945311519,100.0,32073.656462526702,2084.5100000000384,2084.5100000000357
35605,32076.573788570506,32074.965347641373,32921.88000000013,30837.370000000097,80974.22538202979,1931864.2933096746,99.99999999999994,3.5083162030750827,-0.0007716158373586409,76.72910687238712,95.02910074195167,0.01563273632145456,14.977915342533379,40.62895607882617,95.81266689297381,100.0,32074.519833847142,2084.510000000031,2084.5100000000352
35610,32077.755405572778,32077.496915183652,32921.88000000013,30837.37000000009,80973.87433783105,1931864.861444517,99.99999999999994,3.4203557981018093,-0.0001240053485594455,100.32527847970779,94.22487486470993,0.015352783544369315,14.709979478695459,40.50750942986412,96.85523602799555,100.0,32076.59881412034,2084.5100000000384,2084.5100000000357
35615,32077.734716860643,32079.245174621203,32921.880000000136,30837.370000000083,80974.50427705955,1931927.0137510262,99.99999999999994,3.346470129166846,0.0007246104650780107,128.32912939294573,91.6969238777617,0.0151039887104829,14.471885415394354,40.42364034612026,97.39311732874805,100.0,32078.63735845203,2084.510000000053,2084.510000000037
35620,32074.73312337118,32077.172558617563,32921.88000000013,30837.370000000086,80976.42901179982,1932086.0307001746,99.99999999999994,3.174012250678061,0.0011702679509248198,100.01972081067964,76.85555336825843,0.01456437502232031,13.955085822319234,40.52306975656392,78.33258372662485,86.9133616723084,32077.922410228002,2084.510000000042,2084.5100000000375
35625,32070.58161383177,32072.898224884415,32921.88000000013,30837.370000000097,80978.4213307421,1932248.0881533343,99.99999999999994,2.8680299803490925,0.0011113456172642641,2.8198914685076106,26.58290848392912,0.013619797509450155,13.050181047638034,40.72812196226926,52.77317359943046,59.924927944426145,32074.462495212338,2084.510000000031,2084.510000000037
35630,32066.937456281805,32068.826587243413,32921.88000000013,30837.370000000094,80977.12324220003,1932306.3964049628,99.99999999999994,2.474353187772067,0.0009062709997113397,-118.7340826474235,-8.376592355584329,0.012385590772993742,11.86768705567738,40.92345024762179,38.43684261315365,4.793656771955172,32070.06281316213,2084.510000000035,2084.510000000037
35635,32064.130875093062,32065.390231480753,32921.88000000013,30837.370000000094,80975.72248772654,1932299.7830521357,99.99999999999994,2.0409108384192223,0.0006041498422606586,-192.92709597802084,-27.80089920045086,0.010991418473405746,10.531862105919572,41.08830221583782,30.143513144624833,0.0,32065.870994236288,2084.510000000035,2084.510000000037
35640,32064.355082292877,32064.486900384192,32921.88000000013,30837.370000000097,80973.85264437272,1932315.2327274436,99.99999999999994,1.6586403085384518,6.323696759186778e-05,-176.95621139085873,-33.789706912497486,0.009698665162310636,9.293193785946642,41.13163763262933,28.22259754478432,0.0,32063.701318015534,2084.510000000031,2084.5100000000366
35645,32064.01670750069,32064.96868621795,32921.88000000013,30837.370000000104,80972.40365188966,1932334.659391514,99.99999999999994,1.3608441341420985,0.00045669184473147933,-133.72347629610059,-31.46655042596172,0.008615407218116052,8.255254869160126,41.1085249666425,31.035336011374028,3.2645133571985814,32063.46291444496,2084.510000000024,2084.5100000000357
35650,32086.337979242744,32086.849181179456,32921.88000000013,30837.370000000097,80966.86140844377,1932283.64701398,99.99999999999994,1.748304930901213,0.00024523841896252776,206.764050324356,32.8317855187466,0.0094899560621781,9.093430474087654,40.05885406261706,78.00612065853699,100.0,32079.097575771873,2084.510000000031,2084.5100000000352
35655,32091.292142560742,32094.511909718047,32921.880000000136,30837.37000000009,80964.58192006657,1932209.8074312464,99.99999999999994,2.2259994479827583,0.0015446158364818667,220.8200362993706,41.79395411255949,0.01070479498671693,10.257763717789203,39.69125071513548,82.90045198556018,100.0,32091.33665924671,2084.5100000000457,2084.510000000036
35660,32097.613935039954,32099.50011061981,32921.88000000013,30837.37000000009,80963.04959856972,1932185.5353908613,99.99999999999994,2.68503164411959,0.0009048532172342883,194.6815064152041,46.478289048397755,0.011949724065070945,11.451012186156731,39.45195222763657,85.43273027538142,100.0,32099.618710054943,2084.5100000000384,2084.510000000036
35665,32101.14808950714,32100.42031163763,32921.88000000013,30837.370000000097,80962.35435551504,1932173.2831357936,99.99999999999994,3.0048976718826452,-0.0003491361852472408,150.8577208312031,46.30573701245714,0.012865416156521554,12.328803948417772,39.407807511716776,85.89512828910783,100.0,32103.0072864962,2084.510000000031,2084.5100000000357
35670,32102.508440759404,32101.778356098497,32921.88000000013,30837.370000000094,80961.58746611972,1932133.6404442596,99.99999999999994,3.228841956733959,-0.00035024282009050393,123.46287760567455,45.13447656813415,0.013549177946860362,12.984367377852323,39.34265817394114,86.6458297028041,100.0,32104.518293591496,2084.510000000035,2084.5100000000357
35675,32105.724915920484,32106.24828567903,32921.88000000013,30837.37000000009,80961.18699355659,1932139.9597120418,99.99999999999994,3.4677105083319475,0.0002510756765601094,118.39890702255177,47.77649278409296,0.014302440876880639,13.706591029815172,39.12822266724974,88.96546658879898,100.0,32107.521692782073,2084.5100000000384,2084.5100000000357
35680,32111.824696210548,32112.26221798946,32921.88000000013,30837.37000000009,80962.23922809697,1932265.8049286378,99.99999999999994,3.7580506051272096,0.00020989190692916594,120.53206839662072,58.03687235473289,0.01523004989326562,14.595979191817605,38.83971686442652,91.38224285551934,100.0,32112.386851019186,2084.5100000000384,2084.5100000000357
35685,32118.37481835171,32118.150278637495,32921.88000000013,30837.370000000097,80964.06053284118,1932449.358400425,99.99999999999994,4.07783282064338,-0.00010771822357013635,120.728342143133,72.89934827840962,0.016273168445187353,15.59616017737062,38.557249490893234,93.14594435606097,100.0,32118.00827948854,2084.510000000031,2084.5100000000352
35690,32123.786711531127,32123.50939088066,32921.88000000013,30837.37000000009,80964.91956650701,1932457.4646558382,99.99999999999994,4.398607030710991,-0.00013303877192626676,119.75813112992383,86.3019642306176,0.017350840565819006,16.629551268899377,38.300157308885744,94.39812284460004,100.0,32123.555951164,2084.5100000000384,2084.5100000000357
35695,32126.67593915046,32126.612211640844,32921.880000000136,30837.370000000083,80963.95690388323,1932492.619288342,99.99999999999994,4.649444405309623,-3.0571937585331526e-05,115.71825479445636,97.13358542137617,0.018255512594730728,17.49719607339648,38.15130598362547,95.02908077118538,100.0,32127.443398067717,2084.510000000053,2084.510000000037
35700,32126.767597170347,32126.735332360622,32921.88000000013,30837.370000000086,80961.3578981108,1932549.9771847955,99.99999999999994,4.758172622779966,-1.5478366486338557e-05,105.7100365195238,100.0,0.01876638112078218,17.987398116412805,38.145399525043935,95.0555984956048,100.0,32128.50789429095,2084.510000000042,2084.5100000000375
35705,32126.00064491845,32125.900615687897,32921.88000000013,30837.370000000097,80958.66651252244,1932529.0376394168,99.99999999999994,4.732177198005957,-4.7986927649353476e-05,91.27982714545554,97.3332316256858,0.018883215661482104,18.099887867199868,38.18544330860579,91.10178986903948,98.6590559051489,32127.752216204695,2084.510000000031,2084.510000000037
35710,32126.72093455158,32126.448796129807,32921.88000000013,30837.370000000094,80957.69025116865,1932524.068657717,99.99999999999994,4.646811872680701,-0.00013055270628251948,83.23916802927272,95.95475685922112,0.01880509782907237,18.02548382837267,38.159145500396164,91.38421194776828,99.53609877060029,32127.341307751038,2084.510000000035,2084.510000000037
35715,32127.083024198695,32126.686358066596,32921.88000000013,30837.370000000094,80958.78754495787,1932567.9966438822,99.99999999999994,4.510011128633778,-0.00019029226633558594,76.53221229443362,95.06725215344713,0.01854929582433847,17.78072225640426,38.14774896419396,91.52411133048814,99.87721479115942,32127.029566560752,2084.510000000035,2084.510000000037
35720,32124.949910859228,32124.783090457204,32921.88000000013,30837.370000000097,80958.43705178537,1932566.94523886,99.99999999999994,4.275719256445882,-8.002859282244332e-05,57.906955374512364,82.1971528651319,0.017979082346564517,17.23450056301226,38.23905424022488,79.16571360811703,93.94154393506629,32125.3703990788,2084.510000000031,2084.5100000000366
35725,32127.613856086933,32127.732289005085,32921.88000000013,30837.370000000104,80958.79666380548,1932625.9308075106,99.99999999999994,4.113357942518633,5.681571119946279e-05,69.43472419234907,83.29883617704095,0.017572794952869567,16.845408230838075,38.09757261874622,83.34695855830655,100.0,32126.641655194675,2084.510000000024,2084.5100000000357
35730,32142.524412263276,32142.48983546093,32921.88000000013,30837.370000000097,80956.95020493692,1932569.8717295825,99.99999999999994,4.347844637697563,-1.6587496508601986e-05,157.36881651885315,88.14403304350303,0.01828202163699069,17.525833519990556,37.389610246014016,92.44789797112598,100.0,32137.566179083446,2084.510000000031,2084.5100000000352
35735,32159.053415274746,32158.813277811983,32921.880000000136,30837.37000000009,80952.7335182567,1932442.3881212312,99.99999999999994,4.917233362080879,-0.00011520091664827673,253.5576786474643,90.56533782615335,0.019987278242778718,19.16136060336794,36.60652729841236,95.62295914593071,100.0,32153.628961436636,2084.5100000000457,2084.510000000036
35740,32162.717895644255,32162.8153532323,32921.88000000013,30837.37000000009,80950.09468910901,1932418.6814274013,99.99999999999994,5.369082025379612,4.675323603455005e-05,205.0651934785015,90.22656406732803,0.02142824725718525,20.543647262293234,36.414536114857576,96.10476559743904,100.0,32162.803189433966,2084.5100000000384,2084.510000000036
35745,32161.29113400224,32161.796736760887,32921.88000000013,30837.370000000097,80939.95067615116,1932366.8962783332,99.99999999999994,5.581198981424677,0.00024255233059423717,143.31338445107383,85.31420740221176,0.022228070048720724,21.31126259265875,36.46340210597367,92.9788109653432,97.98505776838363,32165.062806874597,2084.510000000031,2084.5100000000357
35750,32168.75129896576,32169.025142484705,32921.88000000013,30837.370000000094,80947.05454175503,1932668.3934323788,99.99999999999994,5.850188483818783,0.00013137069092774388,136.4277558255284,85.83188792861685,0.023202523565311925,22.246432181676937,36.11663448558243,94.50173018466124,100.0,32170.10623282479,2084.510000000035,2084.5100000000357
35755,32177.809694511616,32177.667179588436,32921.88000000013,30837.37000000009,80933.90903112787,1932532.5386137303,99.99999999999994,6.197418058116455,-6.836854857016047e-05,136.54840398716658,87.17186899126152,0.02442021450321555,23.4149875866824,35.70205086143427,95.806646195213,100.0,32177.495704418307,2084.5100000000384,2084.5100000000357
35760,32174.78369391544,32174.79305519986,32921.88000000013,30837.37000000009,80926.68221069971,1932443.2040131586,99.99999999999994,6.264196221389284,4.490880073098529e-06,103.24247145628475,78.37307711649512,0.024856675098756838,23.834410102783295,35.839930957407624,87.51728563379291,94.56523798407093,32177.80742529089,2084.5100000000384,2084.5100000000357
35765,32161.307903252287,32161.61644260712,32921.88000000013,30837.370000000097,80927.25029332038,1932447.5048901075,99.99999999999994,5.824881057251332,0.00014801529128271508,48.99995028322476,48.48670727022171,0.023819284209572904,22.840274487163697,36.47205134026679,59.29364624947052,69.64921350637849,32167.83453251288,2084.510000000031,2084.5100000000352
35770,32145.512714144294,32145.58260140097,32921.88000000013,30837.37000000009,80913.63625865488,1932389.3012498294,99.99999999999994,4.936072866748873,3.35269471844355e-05,-12.958999380941378,21.463272194542526,0.021401447677491733,20.52205241874617,37.241241279684196,40.31096911926598,39.3303757055381,32151.742810791602,2084.5100000000384,2084.5100000000357
35775,32133.058445612656,32132.93311558038,32921.880000000136,30837.370000000083,80908.90783515121,1932364.4464699323,99.99999999999994,3.8275862974223855,-6.012445719861466e-05,-64.51233019962847,6.150886494380202,0.018211123017776883,17.46283623223644,37.84807386003111,30.935003387453733,15.411109952093561,32136.006536292345,2084.510000000053,2084.510000000037
35780,32128.837067945035,32129.10440872102,32921.88000000013,30837.370000000086,80906.59051102323,1932341.6540170878,99.99999999999994,2.830243176471413,0.00012825113623185416,-81.04506314988556,4.17582851720146,0.015185582824420965,14.561583843969856,38.03174805009783,28.52519821134058,8.171301302162943,32127.269242462673,2084.510000000042,2084.5100000000375
35785,32130.916548820194,32131.864895348794,32921.88000000013,30837.370000000097,80905.48438011443,1932336.5647934393,99.99999999999994,2.12260940069973,0.00045494937831881097,-73.23801572616074,4.000765864693777,0.012871704222343062,12.342788640060462,37.89931948761684,33.03827940404882,13.391182504848166,32126.58312628715,2084.510000000031,2084.510000000037
35790,32132.705103342145,32133.56395438657,32921.88000000013,30837.370000000094,80905.68286391078,1932324.9536476268,99.99999999999994,1.611056357385678,0.00041201579480271773,-71.63759147957812,-9.891609427070593,0.011053481672728384,10.59929524240215,37.81781068997254,36.02197874952491,11.678538419443443,32128.62479847119,2084.510000000035,2084.510000000037
35795,32132.946868885883,32133.253969377598,32921.88000000013,30837.370000000094,80905.67279598465,1932324.3187355497,99.99999999999994,1.1955309783152188,0.0001473250268478725,-76.47371849261387,-34.43563074125892,0.009477199207429668,9.087792548452853,37.83268157132936,35.67396745865899,8.544736188768685,32130.15503857672,2084.510000000035,2084.510000000037
35800,32133.719921012893,32133.703377857826,32921.88000000013,30837.370000000097,80904.39784412501,1932370.8848999261,99.99999999999994,0.8802023757198185,-7.936232048182091e-06,-69.06978755549567,-41.19380000264564,0.008171602634670257,7.835852452775725,37.811122141044635,36.73726678238996,9.470153894968204,32131.705811077274,2084.510000000031,2084.5100000000366
35805,32132.019157382474,32132.002593309757,32921.88000000013,30837.370000000104,80905.63026547988,1932474.9989129682,99.99999999999994,0.5824510155507596,-7.946266852786086e-06,-66.345448043043,-41.75601529203112,0.006914097671639165,6.63001512095434,37.89271371643003,34.17202243777683,5.967914385791913,32131.53801358749,2084.510000000024,2084.5100000000357
35810,32124.771379829257,32124.95145250266,32921.88000000013,30837.370000000097,80908.30307139392,1932716.95017674,99.99999999999994,0.14845581194458646,8.638609236877068e-05,-84.30757686277789,-61.9224075385773,0.0052635230546576395,5.047230877833499,38.23097742382883,25.361703210686287,0.0,32126.715710226217,2084.510000000031,2084.5100000000352
35815,32116.120662331312,32116.492782210215,32921.880000000136,30837.37000000009,80908.63946304837,1932708.9646523362,99.99999999999994,-0.41950149691547267,0.0001785167156322525,-105.4106333116907,-86.17046143391798,0.0032066803738272425,3.074873730944091,38.63676440937695,18.4967181505464,0.0,32118.880620678367,2084.5100000000457,2084.510000000036
35820,32111.1120787487,32111.36109546227,32921.88000000013,30837.37000000009,80902.35799490804,1932743.2500419498,99.99999999999994,-0.9807739593125007,0.00011946055119394266,-119.79499581357582,-86.59668808188698,0.0011317063826772834,1.0851730492940987,38.88294632972962,15.451777025039519,0.0,32112.243956840615,2084.5100000000384,2084.510000000036
35825,32108.735789959454,32108.770324982022,32921.88000000013,30837.370000000097,80904.62288745184,1932742.0522196544,99.99999999999994,-1.4540479785100615,1.656745353530971e-05,-142.16243037935797,-84.33246484256975,-0.0007224640196330546,-0.6927470449991233,39.00723311560488,14.050493994811134,0.0,32108.107914966462,2084.510000000031,2084.5100000000357
35830,32104.80908261984,32104.930887433944,32921.88000000013,30837.370000000094,80903.79822135849,1932721.918581691,99.99999999999994,-1.8900216395086318,5.843330763844493e-05,-144.46309385787288,-80.5468956330783,-0.0024864040422955275,-2.3840897489826602,39.191422087981046,12.099195002236044,0.0,32104.259266099456,2084.510000000035,2084.5100000000357
35835,32099.02435968069,32099.37769261828,32921.88000000013,30837.37000000009,80887.0872728126,1932650.3255587185,99.99999999999994,-2.3402931037635426,0.00016950407414192213,-144.883757781777,-77.36418207276805,-0.004302152215933021,-4.1250365849882655,39.45782497478245,9.74924004441425,0.0,32099.317056363565,2084.5100000000384,2084.5100000000357
35840,32093.779221809094,32094.25034043686,32921.88000000013,30837.37000000009,80880.6012583251,1932607.1699600033,99.99999999999994,-2.7810619169649726,0.00022600929128057607,-139.6255559948575,-78.02222098923151,-0.006102400821945495,-5.851036854619451,39.703798953387405,8.022770518361583,0.0,32094.19433787937,2084.5100000000384,2084.5100000000357
35845,32085.105386959433,32085.430808696365,32921.88000000013,30837.370000000097,80879.38609773014,1932564.2159429942,99.99999999999994,-3.3137203483893245,0.0001561142603931764,-149.29506814275254,-91.52996550631926,-0.008177238147996278,-7.84019017502942,40.126897510865774,5.875210863850384,0.0,32086.420807731032,2084.510000000031,2084.5100000000352
35850,32085.01829977367,32086.53781040792,32921.88000000013,30837.37000000009,80877.42548491624,1932551.2356469485,99.99999999999994,-3.6186974001975614,0.0007289533915647976,-119.27169735797449,-93.79161412054518,-0.009617638065467372,-9.220988905766717,40.07379142302949,9.523107736871225,2.293231395771661,32084.53933803069,2084.5100000000384,2084.5100000000357
35855,32079.091768391478,32080.237224174092,32921.880000000136,30837.370000000083,80876.7257128421,1932571.9295638674,99.99999999999994,-3.9636333070629917,0.0005495084133031557,-124.46239222434296,-94.45422327607399,-0.011160937669489817,-10.700339646158682,40.37604884726012,7.52993957691757,0.0,32080.039723325986,2084.510000000053,2084.510000000037
35860,32084.888449412832,32084.941610453578,32921.88000000013,30837.370000000086,80876.95636684744,1932570.0554882989,99.99999999999994,-4.014572405107174,2.5502895522295276e-05,-91.0496780771934,-80.75206778045458,-0.011851506180834198,-11.362155256410915,40.15036577164594,22.13237891827555,8.79881187510326,32082.048998171744,2084.510000000042,2084.5100000000375
35865,32091.58503523144,32090.33243112764,32921.88000000013,30837.370000000097,80876.92799225809,1932692.1746691822,99.99999999999994,-3.8271849230804946,-0.0006009105755309155,-59.58070062602451,-65.0338441535927,-0.011808931732148508,-11.321151532534714,39.8917524440983,36.02456714679196,18.88149092090022,32087.27574569226,2084.510000000031,2084.510000000037
35870,32087.226324998184,32085.356015660425,32921.88000000013,30837.370000000094,80878.45349624331,1932799.6509056557,99.99999999999994,-3.765817407907889,-0.0008972417200008264,-72.62696241872455,-63.86375802127741,-0.01205516149224629,-11.55698914759705,40.130485550066396,30.07983611326884,9.88844776305555,32086.316104035883,2084.510000000035,2084.510000000037
35875,32086.69900360369,32085.559685498396,32921.88000000013,30837.370000000094,80879.00616184737,1932865.5068732826,99.99999999999994,-3.6493026302196085,-0.0005465639911995475,-64.02911905265294,-57.555458005602304,-0.012093783646648424,-11.593811461236328,40.12071491629776,30.641946573785575,11.903283413935494,32086.09175876218,2084.510000000035,2084.510000000037
35880,32098.573646594028,32097.67538545857,32921.88000000013,30837.370000000097,80879.9337495515,1932880.2859177943,99.99999999999994,-3.1502005931070016,-0.0004309219602969444,17.727305242352976,-22.53575720329412,-0.010977958404462388,-10.5240430610138,39.53948959427132,55.93184688027645,48.09789789224374,32094.55907926259,2084.510000000031,2084.5100000000366
35885,32117.887997655558,32118.17818248608,32921.88000000013,30837.370000000104,80875.33418070384,1932828.078079654,99.99999999999994,-2.134475206810748,0.00013921009279052273,155.2645854531377,11.963060296046406,-0.00827239365968642,-7.930422550827643,38.55591086221852,74.68003173910756,100.0,32112.565034314364,2084.510000000024,2084.5100000000357
35890,32114.295116193116,32114.656384888207,32921.88000000013,30837.370000000097,80870.72921423611,1932755.1171830404,99.99999999999994,-1.4472531668470765,0.00017331108754142666,126.41789434172648,12.41712648067954,-0.006351475567936721,-6.088949622720975,38.72486172347017,68.65908334497499,90.7176893927818,32117.34627901541,2084.510000000031,2084.5100000000352
35895,32100.34154603013,32100.216945101278,32921.880000000136,30837.37000000009,80868.0993442307,1932716.3175965461,99.99999999999994,-1.3301923461222032,-5.977468510660788e-05,38.04168992670204,0.9623406824338594,-0.005975700583110741,-5.7286745808814885,39.41756359522572,49.159187087686504,52.66003236632093,32108.274039471362,2084.5100000000457,2084.510000000036
35900,32098.679658460867,32098.458928308846,32921.88000000013,30837.37000000009,80865.18249222705,1932689.6024774732,99.99999999999994,-1.2712397150389734,-0.00010589066592202918,30.597746072986542,5.0197753867510935,-0.005759488614404838,-5.521364425207139,39.50190076762747,47.20063094604125,48.0264730925266,32102.331120922292,2084.5100000000384,2084.510000000036
35905,32102.33312411535,32102.35841330838,32921.88000000013,30837.370000000097,80863.06043296374,1932664.713356091,99.99999999999994,-1.0930473971202446,1.2131960522417136e-05,56.65080743614524,21.449036558637104,-0.005199955986925478,-4.984950378206122,39.31483114457301,52.26298032701032,58.30424459072375,32102.238173546928,2084.510000000031,2084.5100000000357
35910,32097.35519617141,32097.540820506027,32921.88000000013,30837.370000000094,80860.52664260194,1932628.6774441295,99.99999999999994,-1.0812474378035404,8.9049385522528e-05,19.430710998309962,13.315885142961246,-0.005103221631384284,-4.892183808482514,39.545945065943116,45.758675209219085,45.606640163505745,32098.783839413776,2084.510000000035,2084.5100000000357
35915,32093.56346154202,32093.733293756977,32921.88000000013,30837.37000000009,80858.05975374469,1932597.327369796,99.99999999999994,-1.163674835494021,8.147344697642999e-05,-12.81019534038726,16.841110169797492,-0.005286133889039454,-5.067486392712453,39.728603184592075,40.92786531320636,35.571240641595615,32094.64485088649,2084.5100000000384,2084.5100000000357
35920,32102.915019895067,32102.808372539344,32921.88000000013,30837.37000000009,80854.9153164747,1932606.5449930192,99.99999999999994,-0.9426352703303564,-5.116183454245212e-05,49.05918725065623,21.142010344564767,-0.004613996727121408,-4.423144680993573,39.29324529317553,54.62795828709236,59.490190468172976,32099.420712183706,2084.5100000000384,2084.5100000000357
35925,32114.762433108004,32114.10186904447,32921.88000000013,30837.370000000097,80851.35809415937,1932660.175189122,99.99999999999994,-0.436755255501339,-0.00031689177002521733,120.81639923720729,26.290422215489357,-0.0030950052666026792,-2.9670066422768286,38.75146345930912,66.29966430397127,87.73545768310397,32109.6392000765,2084.510000000031,2084.5100000000352
35930,32115.1965872145,32113.99141474552,32921.88000000013,30837.37000000009,80849.02935453496,1932728.7802280881,99.99999999999994,-0.057897499813407194,-0.0005781562424650726,101.04586480455025,33.47405532458023,-0.0018788470652351,-1.8011568791807804,38.75676227288875,66.10009967012277,87.24408488080638,32113.889305626373,2084.5100000000384,2084.5100000000357
35935,32110.661340109233,32109.785351185226,32921.880000000136,30837.370000000083,80848.95010728153,1932791.8123136952,99.99999999999994,0.10217108238430228,-0.00042023733347710314,58.17843201143208,27.053440376626543,-0.0012546168250161058,-1.2027422561659478,38.95853936008408,58.10764828822412,74.42938077356214,32112.362172489902,2084.510000000053,2084.510000000037
35940,32112.871009849034,32113.67334498775,32921.88000000013,30837.370000000086,80851.39653135338,1932817.1287270656,99.99999999999994,0.33110182658492704,0.00038490347310227716,74.60372498522698,19.672909673642135,-0.000427721642717653,-0.4100390743333264,38.772021003130945,63.06195383480024,86.18931614160046,32114.02910772867,2084.510000000042,2084.5100000000375
35945,32119.779432199437,32121.970009089386,32921.88000000013,30837.370000000097,80853.35932558765,1932813.9181475162,99.99999999999994,0.73427864027326,0.0010508833682489809,122.35725076418818,5.486367468616175,0.0009153718876790375,0.8775396326454938,38.37400592516849,71.64796535457282,100.0,32120.30748481523,2084.510000000031,2084.510000000037
35950,32124.72799999537,32126.10455107373,32921.88000000013,30837.370000000094,80851.71625900874,1932830.2400636107,99.99999999999994,1.13934242299365,0.0006603715397669489,133.13632528331684,16.418707564066516,0.0023012251257645937,2.2061469302243495,38.175659935734735,75.1080142466228,100.0,32125.608148862277,2084.510000000035,2084.510000000037
35955,32125.83338534142,32125.49483433515,32921.88000000013,30837.370000000094,80850.17330484113,1932825.0090321521,99.99999999999994,1.4018695177837799,-0.00016241275228661228,118.04904634862973,45.22256302151265,0.003310016529890753,3.17329892575799,38.20490981885266,73.52024671040174,98.11648731275594,32126.996625047148,2084.510000000035,2084.510000000037
35960,32122.8627961599,32122.30632672553,32921.88000000013,30837.370000000097,80853.71651160292,1932900.8688342443,99.99999999999994,1.4799125382996863,-0.0002669545525664162,85.25127384301517,41.59880631018737,0.003797334453917558,3.6405222590910853,38.35787179119238,64.90934817327991,88.26667648082251,32124.83755787559,2084.510000000031,2084.5100000000366
35965,32118.907931388872,32119.11099515301,32921.88000000013,30837.370000000104,80859.79550009492,1932959.240694907,99.99999999999994,1.4198410918579611,9.741558646226542e-05,54.83765763271964,29.586194942166838,0.0038699844167675956,3.710194747975038,38.511161128855385,56.89569339162754,78.39578533422349,32121.261923431328,2084.510000000024,2084.5100000000357
35970,32118.919592280417,32119.26554260974,32921.88000000013,30837.370000000097,80861.35030667699,1932978.5385781853,99.99999999999994,1.3552468696470896,0.00016596242249899564,49.53592026264794,41.8105354699785,0.0038956567325609936,3.734828606211522,38.503747038410665,57.20236272796882,78.87320718787505,32119.642820661058,2084.510000000031,2084.5100000000352
35975,32121.28617118029,32121.22923192558,32921.880000000136,30837.37000000009,80861.22748102032,1932952.8239155798,99.99999999999994,1.340635019561887,-2.7315414515316615e-05,58.31946140653273,54.864496635953564,0.004034758335261132,3.868214068985253,38.40954315760244,61.3906315462138,84.93935808409692,32120.322392789054,2084.5100000000457,2084.510000000036
35980,32120.597084256653,32120.438811222084,32921.88000000013,30837.37000000009,80864.92977863546,1932979.701547022,99.99999999999994,1.2837924316809222,-7.592817236136527e-05,43.224368765504174,42.1463948837586,0.004031990467514695,3.865582633912709,38.44746193484483,58.61970410944097,82.49762189893417,32120.111482260385,2084.5100000000384,2084.510000000036
