symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count,date,time
BTCUSDT,26.56000000,0.139,19246.10991736,19136.06000000,19162.61000000,0.00260000,19162.60000000,0.21091200,19162.61000000,5.44539400,19136.05000000,19570.00000000,19028.97000000,55244.48599900,1063241449.86502133,1607927321009,1608013721009,506660886,507648087,987202,12/15/20,00:28:41
BTCUSDT,25.72000000,0.134,19246.10921609,19136.36000000,19161.88000000,0.06020000,19161.88000000,0.12439200,19161.89000000,6.04494500,19136.16000000,19570.00000000,19028.97000000,55244.96451400,1063250620.67535306,1607927322196,1608013722196,506660894,507648104,987211,12/15/20,00:28:42
BTCUSDT,24.43000000,0.128,19246.10819364,19136.16000000,19160.59000000,0.01960000,19160.58000000,8.27791400,19160.59000000,0.35084700,19136.16000000,19570.00000000,19028.97000000,55245.62958000,1063263364.12270392,1607927323228,1608013723228,506660895,507648122,987228,12/15/20,00:28:43
BTCUSDT,24.42000000,0.128,19246.10452730,19136.16000000,19160.58000000,0.06004400,19160.58000000,4.30360400,19160.59000000,2.26274900,19136.16000000,19570.00000000,19028.97000000,55247.99791300,1063308742.75749804,1607927324100,1608013724100,506660895,507648137,987243,12/15/20,00:28:44
BTCUSDT,24.23000000,0.127,19246.10330310,19136.35000000,19160.59000000,0.56505700,19160.58000000,6.07038800,19160.59000000,1.59318800,19136.36000000,19570.00000000,19028.97000000,55248.79579600,1063324031.26173794,1607927325488,1608013725488,506660902,507648149,987248,12/15/20,00:28:45
BTCUSDT,26.61000000,0.139,19246.09960527,19136.35000000,19162.96000000,0.28264300,19162.96000000,7.03474600,19162.97000000,0.01200000,19136.35000000,19570.00000000,19028.97000000,55251.30143300,1063372050.70010176,1607927326325,1608013726325,506660905,507648167,987263,12/15/20,00:28:46
BTCUSDT,26.60000000,0.139,19246.09934381,19136.35000000,19162.96000000,0.46389300,19162.96000000,0.24794000,19162.97000000,3.56642300,19136.36000000,19570.00000000,19028.97000000,55251.47700500,1063375415.33040646,1607927327359,1608013727359,506660906,507648170,987265,12/15/20,00:28:47
BTCUSDT,26.59000000,0.139,19246.09712660,19136.35000000,19162.94000000,0.06000700,19162.94000000,3.76480900,19162.95000000,0.00600000,19136.35000000,19570.00000000,19028.97000000,55252.94326100,1063403512.53188770,1607927328670,1608013728670,506660908,507648180,987273,12/15/20,00:28:48
BTCUSDT,26.29000000,0.137,19246.09743138,19136.36000000,19162.94000000,0.06060600,19162.94000000,4.20694800,19162.95000000,0.00496800,19136.65000000,19570.00000000,19028.97000000,55252.83430100,1063401432.31687826,1607927329510,1608013729510,506660912,507648184,987273,12/15/20,00:28:49
BTCUSDT,26.29000000,0.137,19246.09722570,19136.65000000,19162.95000000,0.00062100,19162.94000000,0.69146300,19162.95000000,2.83009200,19136.66000000,19570.00000000,19028.97000000,55252.98170000,1063404257.80799109,1607927330608,1608013730608,506660913,507648188,987276,12/15/20,00:28:50
BTCUSDT,26.04000000,0.136,19246.09681574,19136.66000000,19162.95000000,0.13882500,19162.94000000,0.60000000,19162.95000000,2.76399700,19136.91000000,19570.00000000,19028.97000000,55253.26780900,1063409741.63824408,1607927331563,1608013731563,506660916,507648197,987282,12/15/20,00:28:51
BTCUSDT,26.03000000,0.136,19246.09652472,19136.66000000,19162.94000000,0.12083300,19162.94000000,0.54193400,19162.95000000,2.76654900,19136.91000000,19570.00000000,19028.97000000,55253.46117900,1063413447.17605429,1607927332355,1608013732355,506660916,507648202,987287,12/15/20,00:28:52
BTCUSDT,25.36000000,0.133,19246.09558241,19136.85000000,19162.21000000,0.06041200,19162.21000000,0.82915500,19162.22000000,3.02474000,19136.85000000,19570.00000000,19028.97000000,55254.11045300,1063425891.09973532,1607927333298,1608013733298,506660962,507648212,987251,12/15/20,00:28:53
BTCUSDT,28.67000000,0.150,19246.09663578,19133.54000000,19162.21000000,0.11131900,19161.45000000,0.00600000,19161.46000000,3.09274900,19133.54000000,19570.00000000,19028.97000000,55253.70372700,1063418121.41479322,1607927334600,1608013734600,506660997,507648223,987227,12/15/20,00:28:54
